Sample_ID,Food_Name,Category,Food_Type,Storage_Type,Quantity_kg,City,Donation_DateTime,Hour_of_Day,Day_of_Week,Shelf_Life_Hours,Hours_Since_Prepared,Remaining_Hours,Spoilage_Risk,Is_Spoiled,Prediction_Confidence
2089,Peanut Butter Jar,packaged-food,veg,refrigerated,31.5,Kolkata,2026-10-13 13:06,13,Tuesday,2649.9,3468.5,0.0,High,1,Medium
2090,Donuts,bakery,veg,frozen,15.1,Jaipur,2026-08-10 11:56,11,Monday,565.0,282.7,282.3,Medium,0,High
2091,Mishti Doi,dairy,veg,refrigerated,14.6,Gurgaon,2026-06-14 17:45,17,Sunday,21.9,15.7,6.2,High,0,High
2092,White Bread,bakery,veg,room-temperature,28.0,Hyderabad,2026-03-28 12:59,12,Saturday,51.6,66.7,0.0,High,1,High
2093,Milkshake,dairy,veg,refrigerated,8.8,New Delhi,2026-03-30 10:22,10,Monday,20.0,22.6,0.0,High,1,High
2094,Ice Cream Tub,dairy,veg,refrigerated,8.7,Indore,2026-04-07 15:16,15,Tuesday,21.1,5.7,15.4,Low,1,High
2095,Cookies,bakery,non-veg,room-temperature,15.1,Gurgaon,2026-10-21 10:00,10,Wednesday,32.5,0.7,31.8,Low,0,High
2096,Cauliflower,fruits-vegetables,veg,refrigerated,4.3,Indore,2026-07-29 12:16,12,Wednesday,263.8,328.8,0.0,High,1,Medium
2097,Mixed Veg Curry,cooked-meals,veg,room-temperature,3.5,Noida,2026-05-26 16:01,16,Tuesday,4.0,1.4,2.6,Low,0,High
2098,Lemonade,beverages,veg,room-temperature,8.7,Bangalore,2026-04-13 14:11,14,Monday,171.6,41.3,130.3,Low,0,Medium
2099,Paneer Butter Masala,cooked-meals,veg,room-temperature,18.0,Jaipur,2026-08-03 22:59,22,Monday,4.2,0.9,3.3,Low,0,High
2100,Egg Curry,cooked-meals,veg,room-temperature,23.2,Ahmedabad,2026-08-03 19:03,19,Monday,3.9,5.7,0.0,High,1,High
2101,Oranges,fruits-vegetables,veg,frozen,33.1,Hyderabad,2026-01-06 03:20,3,Tuesday,921.4,640.0,281.4,Medium,0,Medium
2102,Tomatoes,fruits-vegetables,veg,frozen,7.7,Kochi,2026-04-25 17:13,17,Saturday,868.6,1154.4,0.0,High,1,Medium
2103,Rice & Dal,cooked-meals,veg,room-temperature,24.2,Noida,2026-06-03 09:12,9,Wednesday,3.8,0.6,3.2,Low,0,High
2104,Cheese Slices,dairy,veg,refrigerated,7.6,Pune,2026-07-18 14:30,14,Saturday,21.7,29.1,0.0,High,1,High
2105,Carrots,fruits-vegetables,veg,room-temperature,23.0,Pune,2026-01-24 19:56,19,Saturday,75.4,91.5,0.0,High,1,Medium
2106,Cheese Slices,dairy,veg,frozen,12.7,Hyderabad,2026-09-11 15:36,15,Friday,69.9,18.1,51.8,Low,0,High
2107,Pasta Alfredo,cooked-meals,non-veg,refrigerated,9.1,Bangalore,2026-05-17 08:31,8,Sunday,10.4,3.4,7.0,Low,0,High
2108,Buttermilk,dairy,veg,refrigerated,9.0,Chennai,2026-01-06 10:55,10,Tuesday,22.4,26.0,0.0,High,1,High
2109,Naan Bread,bakery,veg,frozen,6.5,Jaipur,2026-12-19 13:12,13,Saturday,555.4,361.5,193.9,Medium,0,High
2110,Rice & Dal,cooked-meals,non-veg,room-temperature,13.5,Ahmedabad,2026-06-22 16:20,16,Monday,3.0,3.3,0.0,High,1,High
2111,Pulao,cooked-meals,veg,frozen,15.9,Ahmedabad,2026-01-17 15:14,15,Saturday,45.2,36.2,9.0,High,0,High
2112,Apples,fruits-vegetables,veg,frozen,23.3,Jaipur,2026-02-18 11:29,11,Wednesday,822.8,1180.1,0.0,High,1,Medium
2113,Buttermilk,dairy,veg,refrigerated,6.3,Chandigarh,2026-10-05 18:53,18,Monday,19.9,28.7,0.0,High,1,High
2114,Mangoes,fruits-vegetables,veg,room-temperature,24.7,Jaipur,2026-07-18 18:25,18,Saturday,76.5,106.1,0.0,High,1,Medium
2115,Fish Fry,cooked-meals,non-veg,room-temperature,13.9,New Delhi,2026-09-22 18:36,18,Tuesday,2.9,4.1,0.0,High,1,High
2116,Spinach,fruits-vegetables,veg,frozen,12.9,Kochi,2026-01-21 17:41,17,Wednesday,815.9,1025.1,0.0,High,1,Medium
2117,Lassi,dairy,veg,refrigerated,7.0,Noida,2026-06-22 20:14,20,Monday,20.8,7.7,13.1,Low,0,High
2118,Broccoli,fruits-vegetables,veg,refrigerated,18.5,Kochi,2026-08-14 17:01,17,Friday,256.6,155.7,100.9,Medium,0,Medium
2119,Palak Paneer,cooked-meals,veg,room-temperature,11.7,Chennai,2026-09-01 20:41,20,Tuesday,3.7,4.3,0.0,High,1,High
2120,Sugar Packets,packaged-food,non-veg,room-temperature,39.2,New Delhi,2026-12-13 15:52,15,Sunday,534.8,310.6,224.2,Medium,0,Medium
2121,Flour Bag,packaged-food,veg,room-temperature,12.6,Kochi,2026-09-21 17:55,17,Monday,755.0,570.5,184.5,High,0,Medium
2122,Bananas,fruits-vegetables,veg,frozen,13.3,Chennai,2026-01-12 19:40,19,Monday,864.7,740.6,124.1,High,0,Medium
2123,Kadhi Pakora,cooked-meals,veg,frozen,11.7,Kochi,2026-12-25 18:34,18,Friday,51.6,31.1,20.5,Medium,0,High
2124,Khichdi,cooked-meals,veg,room-temperature,19.5,Indore,2026-07-25 18:36,18,Saturday,3.9,5.6,0.0,High,1,High
2125,Mutton Rogan Josh,cooked-meals,non-veg,frozen,15.4,Chandigarh,2026-09-18 19:05,19,Friday,36.2,54.0,0.0,High,1,High
2126,Dinner Rolls,bakery,veg,refrigerated,29.6,Ahmedabad,2026-04-15 18:14,18,Wednesday,172.5,23.4,149.1,Low,0,High
2127,Palak Paneer,cooked-meals,non-veg,refrigerated,16.0,Bangalore,2026-03-29 12:18,12,Sunday,10.0,0.5,9.5,Low,0,High
2128,Pickle Jar,packaged-food,veg,room-temperature,15.7,Lucknow,2026-06-17 11:40,11,Wednesday,681.5,707.7,0.0,High,1,Medium
2129,Ghee,dairy,veg,room-temperature,6.3,Kochi,2026-04-02 08:21,8,Thursday,6.4,5.2,1.2,High,0,High
2130,Flavoured Yogurt,dairy,veg,refrigerated,13.8,Gurgaon,2026-05-23 16:15,16,Saturday,20.8,1.7,19.1,Low,0,High
2131,Lemonade,beverages,non-veg,frozen,11.7,Indore,2026-08-01 13:55,13,Saturday,1334.9,11.2,1323.7,Low,0,Medium
2132,Herbal Tea Flask,beverages,veg,frozen,4.1,Gurgaon,2026-11-27 14:55,14,Friday,1858.8,2115.2,0.0,High,1,Medium
2133,Pulao,cooked-meals,non-veg,frozen,23.2,Chandigarh,2026-12-03 09:54,9,Thursday,33.9,26.0,7.9,High,0,High
2134,Banana Bread,bakery,veg,room-temperature,37.8,New Delhi,2026-03-21 12:19,12,Saturday,48.2,32.3,15.9,Medium,0,High
2135,Butter Chicken,cooked-meals,veg,room-temperature,12.4,Lucknow,2026-07-25 09:10,9,Saturday,4.1,5.8,0.0,High,1,High
2136,Protein Shake,beverages,non-veg,frozen,7.9,Ahmedabad,2026-01-16 17:01,17,Friday,1499.3,331.3,1168.0,Low,0,Medium
2137,Ready-to-Eat Meals,packaged-food,veg,room-temperature,33.4,New Delhi,2026-02-15 08:34,8,Sunday,671.5,426.0,245.5,Medium,0,Medium
2138,Aloo Gobi,cooked-meals,non-veg,room-temperature,20.4,Jaipur,2026-07-27 12:00,12,Monday,2.9,0.1,2.8,Low,0,High
2139,Sambar Rice,cooked-meals,veg,frozen,19.4,Hyderabad,2026-03-31 23:26,23,Tuesday,45.6,46.0,0.0,High,1,High
2140,Flavoured Yogurt,dairy,veg,frozen,6.3,Kolkata,2026-11-30 10:16,10,Monday,76.1,114.0,0.0,High,1,High
2141,Bananas,fruits-vegetables,veg,frozen,26.9,Chennai,2026-12-05 21:09,21,Saturday,908.1,221.1,687.0,Low,0,Medium
2142,Garlic Bread,bakery,veg,room-temperature,38.5,Bangalore,2026-08-23 12:00,12,Sunday,48.3,39.9,8.4,High,0,High
2143,Cauliflower,fruits-vegetables,veg,refrigerated,23.8,Gurgaon,2026-08-18 00:58,0,Tuesday,260.5,114.7,145.8,Medium,0,Medium
2144,Brownies,bakery,veg,room-temperature,29.4,Mumbai,2026-08-06 11:48,11,Thursday,46.6,48.9,0.0,High,1,High
2145,Flavoured Yogurt,dairy,veg,frozen,12.6,Jaipur,2026-05-20 19:57,19,Wednesday,71.7,58.8,12.9,High,0,High
2146,Kombucha,beverages,non-veg,refrigerated,6.5,Pune,2026-07-09 11:45,11,Thursday,432.8,266.9,165.9,Medium,0,Medium
2147,Buns,bakery,veg,refrigerated,33.2,Pune,2026-11-06 19:33,19,Friday,166.9,71.0,95.9,Medium,0,High
2148,Ghee,dairy,veg,frozen,14.5,Noida,2026-12-08 20:08,20,Tuesday,70.4,5.3,65.1,Low,0,High
2149,Papad Packets,packaged-food,non-veg,room-temperature,23.5,Pune,2026-11-14 09:24,9,Saturday,503.5,300.7,202.8,Medium,0,Medium
2150,Poha Mix,packaged-food,non-veg,room-temperature,20.5,Indore,2026-11-09 23:58,23,Monday,530.5,754.4,0.0,High,1,Medium
2151,Rusk,bakery,veg,frozen,30.7,Noida,2026-07-24 14:29,14,Friday,560.8,416.8,144.0,High,0,High
2152,Kheer,dairy,veg,refrigerated,4.6,Gurgaon,2026-03-30 07:55,7,Monday,19.9,7.5,12.4,Low,0,High
2153,Muffins,bakery,veg,frozen,31.1,Pune,2026-11-03 08:08,8,Tuesday,595.5,8.8,586.7,Low,1,High
2154,Rajma Chawal,cooked-meals,veg,frozen,18.1,Noida,2026-07-24 09:39,9,Friday,50.5,56.6,0.0,High,1,High
2155,Lassi,dairy,veg,refrigerated,8.9,Hyderabad,2026-04-22 11:01,11,Wednesday,19.7,15.3,4.4,High,0,High
2156,Butter,dairy,veg,room-temperature,9.6,Chandigarh,2026-08-11 16:53,16,Tuesday,5.8,3.3,2.5,Medium,0,High
2157,Iced Tea,beverages,non-veg,room-temperature,7.9,Jaipur,2026-12-30 16:03,16,Wednesday,110.9,30.4,80.5,Low,0,Medium
2158,White Bread,bakery,non-veg,refrigerated,26.3,Jaipur,2026-02-22 16:16,16,Sunday,114.7,155.8,0.0,High,1,High
2159,Pickle Jar,packaged-food,veg,frozen,21.7,Mumbai,2026-10-01 09:00,9,Thursday,8571.4,6092.4,2479.0,High,0,Medium
2160,Fruit Juice Cartons,beverages,non-veg,frozen,9.4,Lucknow,2026-02-21 21:27,21,Saturday,1467.4,733.4,734.0,Medium,0,Medium
2161,Protein Shake,beverages,veg,refrigerated,6.5,Noida,2026-06-07 13:07,13,Sunday,602.2,147.6,454.6,Low,0,Medium
2162,Fried Rice,cooked-meals,non-veg,refrigerated,21.6,Ahmedabad,2026-02-19 02:31,2,Thursday,10.0,7.4,2.6,High,0,High
2163,Mutton Rogan Josh,cooked-meals,veg,refrigerated,4.0,New Delhi,2026-10-22 18:11,18,Thursday,13.7,3.0,10.7,Low,0,High
2164,Poha Mix,packaged-food,veg,room-temperature,26.8,Chennai,2026-04-18 13:12,13,Saturday,759.3,833.4,0.0,High,1,Medium
2165,Flavoured Yogurt,dairy,veg,refrigerated,1.0,Ahmedabad,2026-05-19 13:01,13,Tuesday,20.9,23.5,0.0,High,1,High
2166,Buns,bakery,non-veg,room-temperature,29.2,Gurgaon,2026-08-29 12:04,12,Saturday,36.2,41.1,0.0,High,1,High
2167,Apples,fruits-vegetables,veg,frozen,10.6,Lucknow,2026-12-03 10:34,10,Thursday,882.5,459.5,423.0,Medium,0,Medium
2168,Carrots,fruits-vegetables,veg,room-temperature,20.9,Kolkata,2026-07-01 14:22,14,Wednesday,67.7,55.3,12.4,High,0,Medium
2169,Coconut Water,beverages,non-veg,refrigerated,6.7,Hyderabad,2026-11-14 12:23,12,Saturday,423.2,382.3,40.9,High,0,Medium
2170,Apples,fruits-vegetables,veg,room-temperature,4.6,Kochi,2026-01-06 15:57,15,Tuesday,70.0,84.1,0.0,High,1,Medium
2171,Cottage Cheese,dairy,veg,refrigerated,1.3,Noida,2026-05-08 15:50,15,Friday,21.6,17.7,3.9,High,0,High
2172,Biscuit Packets,packaged-food,veg,room-temperature,39.6,Indore,2026-01-21 10:23,10,Wednesday,670.4,825.4,0.0,High,1,Medium
2173,Herbal Tea Flask,beverages,veg,frozen,10.0,Kolkata,2026-10-04 02:25,2,Sunday,1911.1,451.3,1459.8,Low,0,Medium
2174,Pulao,cooked-meals,non-veg,frozen,15.8,Noida,2026-04-15 18:21,18,Wednesday,35.5,22.2,13.3,Medium,0,High
2175,Toast,bakery,veg,room-temperature,22.6,Gurgaon,2026-09-17 20:48,20,Thursday,45.9,57.9,0.0,High,1,High
2176,Upma Mix,packaged-food,non-veg,room-temperature,6.8,Noida,2026-12-14 18:38,18,Monday,531.2,490.1,41.1,High,0,Medium
2177,Protein Shake,beverages,veg,room-temperature,3.7,Gurgaon,2026-12-15 20:09,20,Tuesday,162.1,94.8,67.3,Medium,0,Medium
2178,Mozzarella,dairy,veg,refrigerated,1.7,Bangalore,2026-03-25 19:15,19,Wednesday,21.5,21.2,0.3,High,0,High
2179,Buttermilk Packs,beverages,veg,refrigerated,19.9,Bangalore,2026-12-17 17:10,17,Thursday,606.3,16.5,589.8,Low,0,Medium
2180,Bananas,fruits-vegetables,veg,refrigerated,14.6,Noida,2026-05-23 11:46,11,Saturday,252.5,363.1,0.0,High,1,Medium
2181,Protein Bars,packaged-food,veg,room-temperature,7.9,Lucknow,2026-07-19 18:52,18,Sunday,697.6,598.8,98.8,High,0,Medium
2182,Dried Fruits Pack,packaged-food,non-veg,refrigerated,49.9,Hyderabad,2026-03-09 20:11,20,Monday,1682.9,824.7,858.2,Medium,0,Medium
2183,Bananas,fruits-vegetables,veg,room-temperature,7.4,Chennai,2026-07-16 08:34,8,Thursday,66.6,1.6,65.0,Low,0,Medium
2184,Sugar Packets,packaged-food,veg,frozen,28.3,New Delhi,2026-01-25 11:52,11,Sunday,8369.0,4938.2,3430.8,Medium,0,Medium
2185,Cucumber,fruits-vegetables,veg,refrigerated,4.4,Chandigarh,2026-09-29 20:05,20,Tuesday,258.2,245.3,12.9,High,0,Medium
2186,Aloo Gobi,cooked-meals,veg,room-temperature,15.5,New Delhi,2026-10-31 09:10,9,Saturday,4.3,5.2,0.0,High,1,High
2187,Roti & Sabzi,cooked-meals,veg,frozen,8.0,Ahmedabad,2026-03-22 17:49,17,Sunday,50.9,57.8,0.0,High,1,High
2188,Energy Drinks,beverages,non-veg,room-temperature,17.4,Pune,2026-10-22 16:11,16,Thursday,122.6,7.7,114.9,Low,0,Medium
2189,Flour Bag,packaged-food,veg,refrigerated,25.9,Kolkata,2026-09-10 21:42,21,Thursday,2636.3,1019.4,1616.9,Low,0,Medium
2190,Kombucha,beverages,veg,room-temperature,7.7,Noida,2026-10-13 22:18,22,Tuesday,172.4,73.8,98.6,Medium,0,Medium
2191,Instant Noodles,packaged-food,veg,room-temperature,30.2,Chandigarh,2026-10-08 15:22,15,Thursday,692.4,363.9,328.5,Medium,0,Medium
2192,Whey Protein Shake,dairy,veg,refrigerated,3.4,Ahmedabad,2026-12-18 12:07,12,Friday,22.4,20.7,1.7,High,1,High
2193,Masala Chai Flask,beverages,non-veg,room-temperature,6.2,Kochi,2026-07-29 08:26,8,Wednesday,120.8,25.3,95.5,Low,0,Medium
2194,Kadhi Pakora,cooked-meals,veg,frozen,5.5,New Delhi,2026-08-04 20:25,20,Tuesday,48.5,9.5,39.0,Low,0,High
2195,Fish Fry,cooked-meals,veg,refrigerated,24.0,Hyderabad,2026-12-15 00:28,0,Tuesday,13.1,13.4,0.0,High,1,High
2196,Khichdi,cooked-meals,non-veg,refrigerated,11.7,New Delhi,2026-06-27 14:36,14,Saturday,9.7,5.4,4.3,Medium,0,High
2197,Paneer,dairy,veg,refrigerated,5.3,Pune,2026-10-18 11:45,11,Sunday,20.9,30.4,0.0,High,1,High
2198,Buttermilk,dairy,veg,frozen,10.7,Noida,2026-08-28 15:20,15,Friday,76.2,52.6,23.6,Medium,0,High
2199,Lemonade,beverages,non-veg,refrigerated,19.4,Lucknow,2026-06-03 19:25,19,Wednesday,414.7,133.6,281.1,Low,0,Medium
2200,Palak Paneer,cooked-meals,veg,refrigerated,18.4,Jaipur,2026-09-11 11:42,11,Friday,13.7,9.5,4.2,Medium,0,High
2201,Fish Fry,cooked-meals,veg,room-temperature,24.3,Gurgaon,2026-12-22 13:30,13,Tuesday,4.3,4.7,0.0,High,1,High
2202,White Bread,bakery,veg,room-temperature,5.9,Hyderabad,2026-07-04 13:15,13,Saturday,45.0,12.8,32.2,Low,0,High
2203,Energy Drinks,beverages,non-veg,room-temperature,16.2,Pune,2026-03-10 10:55,10,Tuesday,116.1,50.3,65.8,Medium,0,Medium
2204,Protein Bars,packaged-food,non-veg,refrigerated,41.7,Lucknow,2026-08-24 12:55,12,Monday,1634.7,1600.6,34.1,High,0,Medium
2205,Watermelon Slices,fruits-vegetables,veg,frozen,8.1,Bangalore,2026-10-01 20:41,20,Thursday,897.2,62.9,834.3,Low,0,Medium
2206,White Bread,bakery,veg,room-temperature,7.3,Gurgaon,2026-11-12 10:48,10,Thursday,51.2,13.5,37.7,Low,0,High
2207,Puff Pastry,bakery,veg,room-temperature,26.2,New Delhi,2026-09-26 09:38,9,Saturday,46.3,55.5,0.0,High,1,High
2208,Paneer,dairy,veg,refrigerated,2.8,Ahmedabad,2026-07-19 07:59,7,Sunday,22.2,10.8,11.4,Medium,0,High
2209,Upma Mix,packaged-food,veg,room-temperature,15.0,Pune,2026-01-16 00:53,0,Friday,696.1,823.4,0.0,High,1,Medium
2210,Cupcakes,bakery,veg,refrigerated,39.8,Ahmedabad,2026-03-19 20:31,20,Thursday,179.0,125.5,53.5,High,0,High
2211,Khichdi,cooked-meals,non-veg,refrigerated,23.4,Ahmedabad,2026-09-02 06:51,6,Wednesday,10.2,0.1,10.1,Low,0,High
2212,Sambar Rice,cooked-meals,non-veg,refrigerated,16.1,Chennai,2026-03-28 16:50,16,Saturday,10.3,2.1,8.2,Low,0,High
2213,Cold Coffee,beverages,non-veg,frozen,7.4,Chennai,2026-01-28 09:31,9,Wednesday,1302.4,36.1,1266.3,Low,0,Medium
2214,Watermelon Slices,fruits-vegetables,veg,refrigerated,17.5,New Delhi,2026-03-12 12:59,12,Thursday,270.7,341.8,0.0,High,1,Medium
2215,White Bread,bakery,veg,refrigerated,11.7,Chandigarh,2026-09-18 17:22,17,Friday,174.1,221.2,0.0,High,1,High
2216,Mangoes,fruits-vegetables,veg,refrigerated,21.4,Chandigarh,2026-05-17 11:31,11,Sunday,244.1,214.6,29.5,High,0,Medium
2217,Rusk,bakery,veg,frozen,29.8,Lucknow,2026-11-03 19:16,19,Tuesday,606.4,831.3,0.0,High,1,High
2218,Mixed Veg Curry,cooked-meals,non-veg,room-temperature,21.9,Hyderabad,2026-11-02 17:42,17,Monday,2.7,0.6,2.1,Low,0,High
2219,Oranges,fruits-vegetables,veg,frozen,10.1,Mumbai,2026-10-30 11:24,11,Friday,915.5,179.6,735.9,Low,0,Medium
2220,Poha Mix,packaged-food,veg,refrigerated,9.7,Kolkata,2026-11-12 11:59,11,Thursday,2363.8,808.3,1555.5,Low,1,Medium
2221,Lemonade,beverages,veg,frozen,10.1,Bangalore,2026-12-24 23:56,23,Thursday,2081.7,429.3,1652.4,Low,0,Medium
2222,Papad Packets,packaged-food,non-veg,room-temperature,42.2,Noida,2026-11-23 10:25,10,Monday,507.3,350.9,156.4,Medium,0,Medium
2223,Tomatoes,fruits-vegetables,non-veg,room-temperature,9.6,Ahmedabad,2026-09-27 16:41,16,Sunday,47.1,4.1,43.0,Low,0,Medium
2224,Paneer,dairy,veg,room-temperature,10.8,Lucknow,2026-04-13 17:16,17,Monday,5.8,5.6,0.2,High,0,High
2225,Broccoli,fruits-vegetables,veg,frozen,13.4,Chennai,2026-08-08 17:39,17,Saturday,796.6,677.9,118.7,High,0,Medium
2226,Scones,bakery,non-veg,frozen,35.0,Gurgaon,2026-08-16 09:25,9,Sunday,401.2,71.8,329.4,Low,0,High
2227,Mixed Veg Curry,cooked-meals,veg,refrigerated,11.2,Kolkata,2026-01-04 08:20,8,Sunday,13.6,18.4,0.0,High,1,High
2228,Watermelon Juice,beverages,non-veg,refrigerated,7.9,Kolkata,2026-12-07 21:25,21,Monday,418.1,205.6,212.5,Medium,0,Medium
2229,Bell Peppers,fruits-vegetables,non-veg,room-temperature,11.2,New Delhi,2026-08-09 11:00,11,Sunday,48.8,28.3,20.5,Medium,0,Medium
2230,Flour Bag,packaged-food,veg,room-temperature,21.1,Kolkata,2026-08-01 12:16,12,Saturday,697.0,111.4,585.6,Low,0,Medium
2231,Cottage Cheese,dairy,veg,refrigerated,9.2,Bangalore,2026-08-30 21:00,21,Sunday,21.8,26.2,0.0,High,1,High
2232,Bagels,bakery,non-veg,refrigerated,5.6,Ahmedabad,2026-04-30 19:52,19,Thursday,109.1,141.9,0.0,High,1,High
2233,Bananas,fruits-vegetables,veg,room-temperature,31.2,Bangalore,2026-06-02 19:17,19,Tuesday,76.6,105.3,0.0,High,1,Medium
2234,Apples,fruits-vegetables,veg,frozen,13.6,Jaipur,2026-01-25 14:47,14,Sunday,912.7,305.8,606.9,Low,0,Medium
2235,Paneer,dairy,veg,refrigerated,1.2,Lucknow,2026-08-10 16:52,16,Monday,21.6,15.4,6.2,High,0,High
2236,Namkeen Mix,packaged-food,veg,room-temperature,11.9,Pune,2026-05-18 09:23,9,Monday,730.7,667.9,62.8,High,0,Medium
2237,Whey Protein Shake,dairy,veg,refrigerated,11.5,Chennai,2026-07-13 18:31,18,Monday,22.3,33.0,0.0,High,1,High
2238,Mixed Veg Curry,cooked-meals,veg,frozen,23.9,Indore,2026-10-21 11:01,11,Wednesday,45.6,23.0,22.6,Medium,0,High
2239,Chips / Crisps,packaged-food,veg,frozen,5.0,Chandigarh,2026-11-12 11:09,11,Thursday,8058.0,10538.8,0.0,High,1,Medium
2240,Croissants,bakery,non-veg,frozen,39.1,Lucknow,2026-03-13 11:17,11,Friday,386.4,487.8,0.0,High,1,High
2241,Brownies,bakery,veg,room-temperature,24.7,Chennai,2026-08-14 17:30,17,Friday,50.3,40.2,10.1,High,0,High
2242,Soup Packets,packaged-food,veg,room-temperature,28.1,Chandigarh,2026-08-06 18:58,18,Thursday,666.4,522.5,143.9,High,0,Medium
2243,Butter Chicken,cooked-meals,non-veg,refrigerated,20.1,Jaipur,2026-09-24 20:44,20,Thursday,9.9,12.0,0.0,High,1,High
2244,Flour Bag,packaged-food,veg,room-temperature,14.9,Kolkata,2026-08-08 06:41,6,Saturday,777.1,842.3,0.0,High,1,Medium
2245,Dried Fruits Pack,packaged-food,veg,room-temperature,26.6,Ahmedabad,2026-09-22 10:54,10,Tuesday,761.0,219.7,541.3,Low,1,Medium
2246,Spinach,fruits-vegetables,veg,frozen,32.3,Jaipur,2026-02-14 12:51,12,Saturday,867.0,1200.8,0.0,High,1,Medium
2247,Kadhi Pakora,cooked-meals,veg,room-temperature,22.4,Chennai,2026-07-05 19:36,19,Sunday,3.7,2.3,1.4,Medium,0,High
2248,Khichdi,cooked-meals,veg,refrigerated,18.7,Ahmedabad,2026-04-23 16:07,16,Thursday,14.7,13.8,0.9,High,0,High
2249,Roti & Sabzi,cooked-meals,veg,frozen,21.0,Gurgaon,2026-01-29 06:52,6,Thursday,48.8,55.8,0.0,High,1,High
2250,Mozzarella,dairy,veg,refrigerated,8.7,Kolkata,2026-08-27 23:37,23,Thursday,19.7,20.8,0.0,High,1,High
2251,Cabbage,fruits-vegetables,veg,room-temperature,22.0,Kochi,2026-02-09 23:56,23,Monday,67.3,55.0,12.3,High,0,Medium
2252,Kadhi Pakora,cooked-meals,veg,room-temperature,10.1,New Delhi,2026-02-03 11:38,11,Tuesday,4.3,3.6,0.7,High,0,High
2253,Upma Mix,packaged-food,non-veg,room-temperature,29.7,Ahmedabad,2026-09-16 11:32,11,Wednesday,517.6,319.1,198.5,Medium,0,Medium
2254,White Bread,bakery,veg,room-temperature,13.3,Mumbai,2026-07-24 17:11,17,Friday,50.5,70.9,0.0,High,1,High
2255,Biscuit Packets,packaged-food,non-veg,room-temperature,44.5,Lucknow,2026-10-07 08:59,8,Wednesday,534.6,518.9,15.7,High,0,Medium
2256,Buttermilk Packs,beverages,veg,frozen,15.8,New Delhi,2026-01-14 16:31,16,Wednesday,2039.2,2800.1,0.0,High,1,Medium
2257,Chips / Crisps,packaged-food,veg,room-temperature,10.9,Jaipur,2026-09-04 19:37,19,Friday,722.0,155.9,566.1,Low,0,Medium
2258,Buns,bakery,non-veg,frozen,28.2,Indore,2026-08-12 17:38,17,Wednesday,398.7,271.6,127.1,Medium,0,High
2259,Milkshake Bottles,beverages,veg,refrigerated,10.8,Kochi,2026-08-24 14:26,14,Monday,570.8,444.0,126.8,High,0,Medium
2260,Puff Pastry,bakery,veg,refrigerated,5.5,Mumbai,2026-09-07 13:47,13,Monday,166.2,190.9,0.0,High,1,High
2261,Mango Lassi,beverages,veg,refrigerated,7.9,Gurgaon,2026-11-20 07:54,7,Friday,613.8,293.1,320.7,Medium,0,Medium
2262,Fish Fry,cooked-meals,non-veg,frozen,13.0,Hyderabad,2026-11-05 17:47,17,Thursday,34.1,26.4,7.7,High,0,High
2263,Flavoured Yogurt,dairy,veg,refrigerated,8.1,Chennai,2026-04-18 09:04,9,Saturday,22.3,2.1,20.2,Low,0,High
2264,Chicken Curry,cooked-meals,non-veg,frozen,20.2,Ahmedabad,2026-01-26 10:34,10,Monday,33.3,5.7,27.6,Low,0,High
2265,Sweet Corn,fruits-vegetables,veg,frozen,23.4,New Delhi,2026-08-19 15:34,15,Wednesday,878.8,1151.7,0.0,High,1,Medium
2266,Protein Shake,beverages,non-veg,refrigerated,9.7,Lucknow,2026-05-30 11:30,11,Saturday,420.2,510.7,0.0,High,1,Medium
2267,Garlic Bread,bakery,non-veg,room-temperature,7.3,Kolkata,2026-04-22 21:39,21,Wednesday,34.1,24.5,9.6,High,0,High
2268,Peanut Butter Jar,packaged-food,veg,room-temperature,27.4,Lucknow,2026-08-20 17:10,17,Thursday,743.3,1014.6,0.0,High,1,Medium
2269,Green Juice,beverages,veg,room-temperature,11.2,Noida,2026-10-14 19:13,19,Wednesday,160.9,9.1,151.8,Low,0,Medium
2270,Egg Curry,cooked-meals,non-veg,frozen,9.0,Hyderabad,2026-03-25 23:14,23,Wednesday,33.7,8.8,24.9,Low,0,High
2271,Sparkling Water,beverages,veg,frozen,8.2,Pune,2026-05-11 14:37,14,Monday,1888.3,2257.7,0.0,High,1,Medium
2272,Carrots,fruits-vegetables,veg,refrigerated,30.1,Noida,2026-12-30 11:11,11,Wednesday,247.3,45.4,201.9,Low,0,Medium
2273,Soup Packets,packaged-food,non-veg,room-temperature,33.2,Indore,2026-05-18 18:59,18,Monday,503.0,460.1,42.9,High,0,Medium
2274,Bananas,fruits-vegetables,veg,room-temperature,31.7,Pune,2026-02-09 14:06,14,Monday,73.8,62.5,11.3,High,0,Medium
2275,Cheese Slices,dairy,veg,frozen,10.3,Noida,2026-07-17 17:03,17,Friday,77.2,68.4,8.8,High,0,High
2276,Dinner Rolls,bakery,veg,frozen,39.9,Bangalore,2026-10-30 19:55,19,Friday,585.3,470.6,114.7,High,0,High
2277,Sugarcane Juice,beverages,veg,room-temperature,16.6,Kolkata,2026-08-06 22:40,22,Thursday,174.5,253.7,0.0,High,1,Medium
2278,Poha Mix,packaged-food,non-veg,refrigerated,10.2,Ahmedabad,2026-04-07 12:28,12,Tuesday,1765.8,326.1,1439.7,Low,0,Medium
